SPP,year,RDST,chan,code,tagdate,julian,WQMT ,PIT,Fate,,,fatereach,origin,reaches,rand,n,ttp,Tmean,Tstd,Tmax,Tmin,max-min,DD,n >=20,DDT20,% >=20
FA,2002,3078B,24,759,8/28/02,240,21,CLWR,Bopool,,,1,SNRfish,0,,374,,20.83,0.66,21.55,16.96,,162,,,
ASH,2002,4886B,24,780,9/17/02,260,18.8,LGRRRR,Bopool,,,1,SNRfish,0,,47,,19.59,0.70,22.63,16.05,,19,,,
ASH,2002,4602A,25,3,7/23/02,204,20.6,LGRRBR,GRT,,,8,SNRfish,0,,1910,,17.10,1.94,21.84,11.95,,681,,,
ASH,2000,3002C,25,8,10/17/00,291,15.5,BONAFF,GRT,,,8,SNRfish,0,,1918,,12.50,2.21,15.89,8.29,,499,,,
ASH,2002,4623A,25,11,7/31/02,212,20.7,LGRRRR,GRT,,,8,SNRfish,0,,1914,,14.55,2.04,20.97,10.73,,580,,,
ASH,2002,4594A,25,12,7/20/02,201,19.9,LGRRRR,USR,,,8,SNRfish,0,,1815,,16.78,2.80,21.28,11.70,,635,,,
FA,2002,3787B,25,15,9/9/02,252,19.5,SNAKER,dsBO,,,0,SNRfish,0,,1081,,19.67,0.84,21.17,15.05,,443,,,
ASH,2002,4634A,25,17,7/22/02,203,20.4,CATHEC,CATWGRR,,,8,SNRfish,0,,1914,,17.45,1.61,21.20,13.63,,696,,,
ASH,2002,4962A,25,18,7/18/02,199,19.7,LGRRRR,Jdpool,,,3,SNRfish,0,,1915,,13.56,1.62,20.24,10.29,,541,,,
ASH,2002,3763B,25,22,8/21/02,233,20.2,LGRRRR,GRT,,,8,SNRfish,0,,1914,,12.18,3.66,20.95,9.21,,486,,,
ASH,2002,4626A,25,25,7/30/02,211,20.7,LGRRRR,SNR,,,8,SNRfish,0,,1908,,15.19,2.15,21.01,11.25,,604,,,
ASH,2002,4927A,25,27,7/25/02,206,20.9,LGRRRR,Bopool,,,1,SNRfish,0,,1734,,13.91,3.28,21.26,9.23,,503,,,
ASH,2002,4940A,25,32,7/29/02,210,20.4,GRANDR,GRT,,,8,SNRfish,0,,1916,,15.97,3.01,21.36,12.09,,638,,,
ASH,2002,3858B,25,60,9/17/02,260,18.8,FISTRP,LOCFIS,,,8,SNRfish,0,,1862,,12.02,3.29,19.84,7.64,,466,,,
ASH,2002,3118B,25,99,8/6/02,218,20.2,LGRRRR,LSR,,,8,SNRfish,0,,1912,,13.55,1.64,20.47,8.78,,540,,,
ASH,2000,3718A,25,144,7/12/00,194,19,BONAFF,GRT,,,8,SNRfish,0,,1918,,15.17,2.62,20.62,11.45,,606,,,
ASH,2002,4637A,25,155,7/20/02,201,19.9,LGRRRR,GRT,,,8,SNRfish,0,,1914,,15.79,2.08,21.38,13.03,,630,,,
ASH,2002,4830A,25,182,7/15/02,196,18.8,LGRRRR,LSR,,,8,SNRfish,0,,1909,,16.08,3.16,21.89,10.52,,640,,,
ASH,2002,4909B,25,206,9/3/02,246,20.5,LGRRRR,Bopool,,,1,SNRfish,0,,1101,,12.59,3.76,20.78,7.26,,289,,,
ASH,2002,4887B,25,211,8/2/02,214,20.6,LGRRRR,CWR,,,8,SNRfish,0,,1917,,13.48,2.36,20.87,9.03,,539,,,
ASH,2002,3858A,25,360,7/15/02,196,18.8,LGRRRR,Bopool,,,1,SNRfish,0,,418,,20.03,0.59,21.39,18.86,,174,,,
SP,2002,3836A,25,365,4/22/02,112,10,GRANDR,BO-reservoir,COL-239.1,,1,SNRfish,0,,133,,10.08,0.14,10.71,9.86,,28,,,
SP,2002,2976A,25,405,4/30/02,120,10.3,LGRRRR,BO-reservoir,COL-260,,1,SNRfish,0,,194,,10.67,0.10,10.94,10.45,,43,,,
SP,2002,3768A,25,407,4/30/02,120,10.3,MINAMR,BO-reservoir,COL-275.3,,1,SNRfish,0,,121,,10.70,0.16,11.25,10.44,,27,,,
SP,2002,3563A,25,431,4/30/02,120,10.3,LGRRRR,BO-reservoir,COL-300,,1,SNRfish,0,,144,,10.62,0.13,11.03,10.38,,32,,,
SP,2002,3769A,25,445,4/29/02,119,10.2,MEADOC,BO-reservoir,COL-275.3,,1,SNRfish,0,,213,,10.62,0.16,11.25,10.36,,47,,,
SP,2002,3729A,25,446,4/4/02,94,7.2,LGRRRR,BO-reservoir,COL-300,,1,SNRfish,0,,801,,8.94,0.93,10.40,7.31,,149,,,
ASH,2002,4943A,25,464,6/28/02,179,17,LGRRRR,Bopool,,,1,SNRfish,0,,89,,17.26,0.20,17.56,16.14,,32,,,
SP,2002,3765A,25,467,5/1/02,121,10.5,LGRRRR,BO-reservoir,COL-239,,1,SNRfish,0,,43,,10.80,0.15,11.10,10.59,,10,,,
ASH,2002,4768A,25,498,6/20/02,171,15.8,LGRRRR,atTD,,,1,SNRfish,0,,600,,17.04,0.58,18.36,15.93,,213,,,
ASH,2002,4631A,24,417,7/21/02,202,20.1,LGRRBR,dsBO,,,0,SNRfish,0,,580,,20.67,0.32,21.26,19.85,,250,,,
ASH,2002,4627A,25,38,7/20/02,201,19.9,LGRRRR,Bopool,,,1,SNRfish,0,,314,,17.73,3.60,21.01,11.35,,116,,,
