SPP,year,RDST,chan,code,tagdate,julian,WQMT ,PIT,Fate,,,fatereach,origin,reaches,rand,n,ttp,Tmean,Tstd,Tmax,Tmin,max-min,DD,n >=20,DDT20,% >=20
SP,2002,4909A,25,506,5/28/02,148,13.7,BONAFF,Salmon,SFS,sfs,8,SNRfish,0,0.668908381,954,19.875,14.16,0.61,15.83,12.57,3.26,282,0,0.00,0.0
SP,2002,4912A,24,501,5/8/02,128,10.5,GRANDP,GrandeRonde,LOK-GRR,lok,8,SNRfish,0,0.223112282,758,15.79166667,11.39,0.66,13.40,9.42,3.98,180,0,0.00,0.0
SP,2002,4915A,24,505,5/9/02,129,10.7,BONAFF,Salmon,SAL-963.2,sal,8,SNRfish,0,0.519097033,605,12.60416667,11.63,0.51,13.76,10.66,3.10,147,0,0.00,0.0
SP,2002,4916A,24,503,5/12/02,132,11.4,LGRRRR,Salmon,SAL-1424.7,sal,8,SNRfish,0,0.717589433,810,16.875,12.31,0.71,14.41,10.30,4.11,208,0,0.00,0.0
SP,2002,4918A,25,509,5/28/02,148,13.7,LGRRRR,GR-dam,GRT-H,grt,8,SNRfish,0,0.823057801,752,15.66666667,13.93,0.83,16.29,11.62,4.67,218,0,0.00,0.0
SP,2002,4920A,25,465,5/7/02,127,10.3,BONAFF,Salmon,SFS,sfs,8,SNRfish,0,0.004790896,858,17.875,11.58,0.83,14.53,9.39,5.14,207,0,0.00,0.0
SP,2002,4923A,24,481,5/29/02,149,13.7,BONAFF,GR-dam,GRT-H,grt,8,SNRfish,0,0.550757307,661,13.77083333,13.64,0.88,16.50,11.32,5.18,188,0,0.00,0.0
SU,2000,2985A,24,297,6/6/00,158,15.5,BONAFF,Salmon,SFS,sfs,8,SNRfish,0,0.700149869,580,12.08333333,15.84,0.54,18.74,14.63,4.11,191,0,0.00,0.0
SU,2000,3011A,25,293,6/12/00,164,15.4,BONAFF,Imnaha,IMW-IMR,imr,8,SNRfish,0,0.411084275,666,13.875,16.67,0.75,18.67,15.13,3.54,231,0,0.00,0.0
SU,2000,3113A,25,281,6/11/00,163,15.4,BONAFF,Salmon,PFH-SAL,pfh,8,SNRfish,0,0.875925628,634,13.20833333,16.72,0.65,19.34,15.16,4.18,221,0,0.00,0.0
SU,2000,3710A,25,265,6/4/00,156,15.4,BONAFF,GrandeRonde,GRR,grr,8,SNRfish,0,0.64706882,809,16.85416667,15.79,0.54,17.15,14.57,2.58,266,0,0.00,0.0
SU,2000,3714A,24,212,6/6/00,158,15.5,BONAFF,Salmon,SFSW-SFS,sfs,8,SNRfish,0,0.498851589,574,11.95833333,15.66,0.56,17.74,14.45,3.29,187,0,0.00,0.0
SU,2000,3724A,24,320,6/7/00,159,15.5,BONAFF,Salmon,SFSW-SFS,sfs,8,SNRfish,0,0.725045607,825,17.1875,16.21,0.72,18.62,14.77,3.85,279,0,0.00,0.0
SU,2000,3740A,25,219,6/3/00,155,15.2,BONAFF,Salmon,SFSWSFS,sfs,8,SNRfish,0,0.600979551,616,12.83333333,15.56,0.56,19.93,14.37,5.56,200,0,0.00,0.0
SU,2000,3742A,24,226,6/7/00,159,15.5,BONAFF,Salmon,SFSW-SFS,sfs,8,SNRfish,0,0.031635781,589,12.27083333,15.87,0.52,17.34,14.58,2.76,195,0,0.00,0.0
SU,2000,3768A,25,276,6/3/00,155,15.2,BONAFF,Salmon,SFSW-SFS,sfs,8,SNRfish,0,0.243906791,713,14.85416667,15.54,0.56,18.25,14.48,3.77,231,0,0.00,0.0
SU,2002,4728A,25,495,6/20/02,171,15.8,BONAFF,Salmon,SFSW-SFS,sfs,8,SNRfish,0,0.295313709,571,11.89583333,16.54,0.45,18.06,15.71,2.35,197,0,0.00,0.0
SU,2002,4730A,24,468,6/6/02,157,14.6,LOSTIP,GrandeRonde,LOSW-LOS,los,8,SNRfish,0,0.122871055,700,14.58333333,14.57,0.52,16.26,13.25,3.01,212,0,0.00,0.0
SU,2002,4732A,24,507,6/12/02,163,14.8,SNKTRP,Salmon,SFS,sfs,8,SNRfish,0,0.488549603,809,16.85416667,15.68,0.61,18.20,14.80,3.40,264,0,0.00,0.0
SU,2002,4742A,24,488,6/16/02,167,15.2,LGRRRR,GR-dam,GRT-H,grt,8,SNRfish,0,0.844422576,846,17.625,16.65,0.68,19.43,15.30,4.13,293,0,0.00,0.0
SU,2002,4749A,25,486,6/21/02,172,16.1,SALTRP,Salmon,SFSW-SFS,sfs,8,SNRfish,0,0.60032573,426,8.875,16.54,0.47,18.55,15.60,2.95,147,0,0.00,0.0
SU,2002,4750A,24,487,6/11/02,162,14.8,BONAFF,GR-dam,GRT-H,grt,8,SNRfish,0,0.753363137,1092,22.75,15.66,0.75,19.12,14.44,4.68,356,0,0.00,0.0
SU,2002,4752A,24,512,6/13/02,164,14.9,BONAFF,GR-dam,GRT-H,grt,8,SNRfish,0,0.147281202,612,12.75,15.42,0.47,16.92,14.58,2.34,197,0,0.00,0.0
SU,2002,4758A,24,211,6/12/02,163,14.8,LOSTIR,GrandeRonde,LOSW-LOS,los,8,SNRfish,0,0.197962919,570,11.875,15.17,0.59,17.14,13.88,3.26,180,0,0.00,0.0
SU,2002,4759A,24,484,6/13/02,164,14.9,LGRRRR,GR-dam,GRT-H,grt,8,SNRfish,0,0.376269441,612,12.75,15.44,0.51,17.42,14.48,2.94,197,0,0.00,0.0
SU,2002,4761A,24,476,6/6/02,157,14.6,LOSTIP,GrandeRonde,GRR,grr,8,SNRfish,0,0.715278677,710,14.79166667,14.81,0.46,16.23,13.51,2.72,219,0,0.00,0.0
SU,2002,4762A,25,496,6/18/02,169,15.4,LOSTIP,GrandeRonde,LOS-GRR,los,8,SNRfish,0,0.914345677,607,12.64583333,16.40,0.49,17.93,15.55,2.38,207,0,0.00,0.0
SU,2002,4813A,24,463,6/19/02,170,15.6,LGRRRR,Salmon,SFS,sfs,8,SNRfish,0,0.121069893,772,16.08333333,16.84,0.53,19.40,15.85,3.55,271,0,0.00,0.0
SU,2002,4829A,25,507,6/18/02,169,15.4,LGRRRR,GR-dam,GRT-H,grt,8,SNRfish,0,0.367855813,745,15.52083333,16.61,0.53,18.88,15.58,3.30,258,0,0.00,0.0
SU,2002,4837A,25,510,6/16/02,167,15.2,PAHTRP,GR-dam,GRT-H,grt,8,SNRfish,0,0.324371304,524,10.91666667,15.71,0.39,16.76,14.87,1.89,172,0,0.00,0.0
SU,2002,4869A,24,500,6/12/02,163,14.8,LGRRRR,Imnaha,IMR,imr,8,SNRfish,0,0.871737966,472,9.833333333,15.17,0.55,16.49,13.73,2.76,149,0,0.00,0.0
SU,2002,4878A,24,470,6/4/02,155,14.9,BONAFF,Salmon,SFS,sfs,8,SNRfish,0,0.589898302,908,18.91666667,14.91,0.52,16.81,13.87,2.94,282,0,0.00,0.0
SU,2002,4882A,24,493,6/4/02,155,14.9,LGRRRR,GrandeRonde,GRR,grr,8,SNRfish,0,0.570328666,519,10.8125,14.01,0.70,15.86,12.47,3.39,152,0,0.00,0.0
SU,2002,4922A,24,477,6/5/02,156,15,LOSTIP,GrandeRonde,LOSW-LOS,los,8,SNRfish,0,0.798628767,1231,25.64583333,15.53,0.94,18.62,13.99,4.63,398,0,0.00,0.0
SU,2002,4934A,24,482,6/6/02,157,14.6,BONAFF,Salmon,SFS,sfs,8,SNRfish,0,0.349167576,797,16.60416667,14.72,0.59,17.12,13.72,3.40,244,0,0.00,0.0
SU,2002,4958A,24,462,6/17/02,168,15.2,SALTRP,Salmon,SFSW-SFS,sfs,8,SNRfish,0,0.639758633,623,12.97916667,16.28,0.48,17.86,15.39,2.47,211,0,0.00,0.0
SU,2002,4819A,25,490,6/28/02,179,17,PAHTRP,Salmon,PFH-SAL,pfh,8,SNRfish,0,0.088695871,758,15.79166667,17.82,0.78,20.69,16.10,4.59,281,2,0.04,0.3
SU,2000,3773A,25,284,6/9/00,161,15.4,BONAFF,Imnaha,IMW-IMR,imr,8,SNRfish,0,0.718896775,1000,20.83333333,17.10,1.19,21.00,15.25,5.75,356,14,0.29,1.4
SU,2000,3596A,25,220,6/3/00,155,15.2,BONAFF,Clearwater,CWR,cwr,8,SNRfish,0,0.786372905,1240,25.83333333,16.61,1.15,21.34,15.31,6.03,429,35,0.73,2.8
SU,2000,3091A,24,321,6/6/00,158,15.5,BONAFF,Salmon,PFH-SAL,pfh,8,SNRfish,0,0.852885477,1240,25.83333333,17.07,1.21,20.58,15.38,5.20,441,40,0.83,3.2
SU,2002,4786A,24,397,7/11/02,192,18.2,KNOXB,GR-dam,GRT-H,grt,8,SNRfish,0,0.82539408,755,15.72916667,19.78,0.66,22.94,18.57,4.37,311,302,6.29,40.0
ASH,2002,4610A,24,35,8/12/02,224,20.7,LGRRRR,GRR,,,8,SNRfish,0,,1915,,16.60,2.39,21.44,12.59,,662,,,
ASH,2002,3781B,24,62,9/2/02,245,20.6,LGRRRR,REDWSFC,,,8,SNRfish,0,,1919,,14.03,3.67,21.09,6.66,,561,,,
SU,2002,4814A,24,164,6/20/02,171,15.8,LGRRRR,GR-dam,GRT-H,,8,SNRfish,0,,1906,,18.60,1.55,22.30,16.10,,739,,,
SP,2000,3081A,24,263,4/28/00,119,10.9,BONAFF,Clearwater,POW-LOC,,8,SNRfish,0,,1919,,13.48,1.39,16.28,10.81,,539,,,
ASH,2000,3814A,24,325,7/5/00,187,18.3,BONAFF,HCD,,,8,SNRfish,0,,1909,,17.98,3.11,22.43,11.29,,715,,,
SU,2000,3829A,24,355,7/28/00,210,20.7,BONAFF,GR-top,8GR,,8,SNRfish,0,,1914,,20.25,1.68,22.72,15.92,,807,,,
ASH,2002,4612A,25,14,7/26/02,207,20.7,LGRRRR,GRT,,,8,SNRfish,0,,1908,,20.03,1.15,21.37,15.27,,796,,,
ASH,2002,3535B,25,70,8/3/02,215,20.5,LGRRRR,SNR,,,8,SNRfish,0,,1909,,17.83,3.89,22.72,10.98,,709,,,
ASH,2002,2642B,25,90,8/29/02,241,21,LGRRRR,SFC,,,8,SNRfish,0,,1913,,14.69,3.15,21.43,7.67,,585,,,
SP,2002,4924A,25,478,5/17/02,137,12.1,SALTRP,Salmon,MFS,,8,SNRfish,0,,1905,,14.45,0.96,16.92,12.32,,573,,,
ASH,2000,3047C,24,84,8/27/00,240,20.2,BONAFF,LSR,,,8,SNRfish,0,,1914,,16.84,2.53,20.88,10.54,,672,,,
FA,2000,2676B,24,90,8/23/00,236,20.6,BONAFF,SNR,,,8,SNRfish,0,,1909,,19.35,1.13,21.75,17.20,,770,,,
ASH,2002,4640A,24,111,9/11/02,254,19.9,LGRRRR,GRT,,,8,SNRfish,0,,1914,,12.66,3.74,20.38,7.11,,505,,,
SP,2000,2518A,24,315,5/5/00,126,11.7,LGRRBR,Clearwater,CWR,,8,SNRfish,0,,1917,,14.11,1.26,16.23,11.69,,564,,,
ASH,2002,4931A,24,391,7/11/02,192,18.2,LGRRRR,SAL,,,8,SNRfish,0,,723,,19.67,0.81,21.78,18.15,,296,,,
ASH,2002,3718B,25,29,8/30/02,242,20.8,LGRRRR,GRT,,,8,SNRfish,0,,1916,,13.62,3.67,20.96,7.69,,544,,,
ASH,2000,2602B,24,27,8/5/00,218,21.7,BONAFF,SAL,,,8,SNRfish,0,,1918,,16.47,2.94,22.38,10.65,,658,,,
ASH,2000,3033B,24,51,8/22/00,235,20.3,BONAFF,CWR,,,8,SNRfish,0,,1908,,15.62,3.19,20.90,9.70,,621,,,
ASH,2000,2759B,24,64,8/12/00,225,21.2,BONAFF,DFHCWR,,,8,SNRfish,0,,853,,19.91,1.67,21.96,15.00,,354,,,
ASH,2002,4658A,24,78,8/16/02,228,20.9,LGRRRR,SNR,,,8,SNRfish,0,,1913,,18.18,1.81,21.24,14.18,,725,,,
ASH,2002,4608A,24,104,7/24/02,205,20.8,LGRRRR,GRT,,,8,SNRfish,0,,1916,,19.99,1.56,22.27,12.10,,798,,,
ASH,2000,3072B,24,119,8/19/00,232,20.3,BONAFF,CWR,,,8,SNRfish,0,,1916,,15.43,2.95,20.75,10.36,,616,,,
ASH,2000,2645B,24,143,9/19/00,263,19.4,BONAFF,DFHCWR,,,8,SNRfish,0,,1917,,14.37,2.05,19.81,9.97,,574,,,
ASH,2002,4885B,24,173,8/2/02,214,20.6,LGRRRR,LSR,,,8,SNRfish,0,,1917,,16.90,3.35,21.38,8.79,,675,,,
ASH,2002,4879C,24,206,9/26/02,269,19.1,LGRRRR,GRT,,,8,SNRfish,0,,1918,,13.79,2.76,19.38,8.16,,551,,,
ASH,2002,4787A,24,421,7/7/02,188,17.8,LGRRRR,SNR,,,8,SNRfish,0,,951,,18.98,0.64,20.89,17.76,,376,,,
ASH,2002,4928A,25,6,7/23/02,204,20.6,BARGAC,GRT,,,8,SNRfish,0,,1919,,20.51,0.92,21.88,11.79,,820,,,
ASH,2002,4942A,25,7,7/25/02,206,20.9,LGRRRR,GRT,,,8,SNRfish,0,,1917,,19.97,0.84,21.55,15.84,,798,,,
ASH,2002,4944A,25,24,7/22/02,203,20.4,LGRRRR,GRT,,,8,SNRfish,0,,658,,20.25,0.97,21.98,16.01,,278,,,
ASH,2002,4870B,25,177,8/23/02,235,20.3,REDTRP,Grtop,,,8,SNRfish,0,,1913,,14.75,2.78,20.89,8.40,,588,,,
ASH,2002,4751B,25,187,9/24/02,267,19,DWORMS,Gopool,,,8,SNRfish,0,,1911,,14.74,2.53,19.55,9.43,,587,,,
SP,2002,3845A,25,376,4/15/02,105,9.5,BONAFF,GrandeRonde,SNR-782.3,,8,SNRfish,0,,1908,,10.77,1.07,13.12,8.52,,428,,,
ASH,2002,4739A,24,74,8/13/02,225,20.7,LGRRRR,LOC,,,8,SNRfish,0,,1915,,16.07,2.36,21.39,12.17,,641,,,
ASH,2002,4690A,24,80,8/16/02,228,20.9,LGRRRR,LOC,,,8,SNRfish,0,,1913,,17.02,2.26,21.51,9.62,,678,,,
ASH,2002,4656A,24,85,8/15/02,227,20.9,FISTRP,SNR,,,8,SNRfish,0,,1914,,14.65,2.90,21.28,8.78,,584,,,
ASH,2002,4653A,24,89,8/14/02,226,20.8,LGRRRR,SNR,,,8,SNRfish,0,,1916,,14.37,3.29,21.26,10.44,,574,,,
ASH,2002,4834A,24,118,7/8/02,189,17.8,LGRRRR,Grtop,,,8,SNRfish,0,,1912,,19.99,0.99,21.54,14.32,,796,,,
ASH,2002,4833A,24,128,7/10/02,191,17.9,BONAFF,LIT,,,8,SNRfish,0,,1904,,16.09,3.62,21.54,9.49,,638,,,
ASH,2000,2797A,24,168,8/30/00,243,20.1,BONAFF,CWR,,,8,SNRfish,0,,1917,,14.32,2.16,20.39,8.99,,572,,,
ASH,2002,4730B,24,168,9/9/02,252,19.5,LGRRRR,Jdpool,,,3,SNRfish,0,,867,,18.69,1.67,20.58,14.23,,338,,,
ASH,2002,4922B,24,177,9/10/02,253,19.6,LGRRRR,Jdpool,,,3,SNRfish,0,,1534,,12.24,3.68,20.63,8.41,,391,,,
ASH,2002,4886C,24,180,10/3/02,276,17.5,LGRRRR,GRT,,,8,SNRfish,0,,1917,,12.00,3.03,17.77,6.55,,479,,,
ASH,2002,4613A,24,194,8/12/02,224,20.7,LGRRRR,SFC,,,8,SNRfish,0,,1915,,15.19,2.72,21.03,8.80,,606,,,
SP,2002,2660A,24,422,4/22/02,112,10,SALTRP,TD-tailrace,COL-308,,1,SNRfish,0,,1919,,11.70,1.56,14.72,9.63,,468,,,
SP,2000,2710B,24,472,5/22/00,143,14.1,BONAFF,Salmon,SFSW-SFS,,8,SNRfish,0,,478,,15.07,0.36,17.22,14.41,,150,,,
SU,2002,4844A,24,499,6/13/02,164,14.9,LGRRRR,GR-dam,GRT-H,,8,SNRfish,0,,1913,,17.91,1.61,21.45,14.86,,714,,,
FA,2002,4869B,24,800,9/6/02,249,20,SNAKER,JDpool,,,3,SNRfish,0,,275,,20.10,0.44,22.25,19.48,,115,,,
FA,2002,4879B,24,806,9/6/02,249,20,CLWR,JDpool,,,3,SNRfish,0,,292,,20.09,0.91,22.00,15.37,,122,,,
FA,2002,4972B,25,31,9/12/02,255,19.2,SNAKER,JDpool,,,3,SNRfish,0,,287,,20.28,0.19,20.63,19.71,,121,,,
ASH,2002,3845B,25,76,9/18/02,261,19.4,LGRRRR,GRT,,,8,SNRfish,0,,1920,,16.32,1.88,19.62,11.76,,653,,,
ASH,2002,4837B,25,210,9/12/02,255,19.2,LGRRRR,GRT,,,8,SNRfish,0,,1919,,11.54,3.99,20.55,6.27,,462,,,
SP,2002,3773A,25,384,4/16/02,106,9.5,BONAFF,Clearwater,KFH-CWR,,8,SNRfish,0,,1920,,11.08,1.30,13.97,9.42,,443,,,
SP,2002,3790A,25,402,4/11/02,101,8.6,POWP,JD-reservoir,COL-367.7,,3,SNRfish,0,,705,,9.72,0.37,10.71,8.78,,143,,,
SP,2002,3805A,25,409,4/6/02,96,7.4,YANKWF,JD-reservoir,COL-423.5,,3,SNRfish,0,,935,,9.27,0.74,10.99,7.60,,181,,,
ASH,2002,4664A,24,30,8/18/02,230,20.8,SAWT,Tdpool,,,2,SNRfish,0,,1860,,13.51,2.99,21.11,9.58,,523,,,
ASH,2002,3577B,24,61,8/28/02,240,21,LGRRRR,atJD,,,2,SNRfish,0,,1917,,11.88,3.45,21.49,7.36,,474,,,
ASH,2002,3271B,24,65,8/5/02,217,20.1,LGRRRR,GRT,,,8,SNRfish,0,,1915,,18.56,1.75,21.40,14.51,,740,,,
ASH,2002,2806B,24,69,8/5/02,217,20.1,LGRRRR,GRT,,,8,SNRfish,0,,1915,,17.00,1.89,21.52,12.50,,678,,,
ASH,2000,2762B,24,86,8/12/00,225,21.2,BONAFF,GRT,,,8,SNRfish,0,,1918,,18.71,1.93,21.40,10.05,,747,,,
ASH,2002,4657A,24,88,8/14/02,226,20.8,FISTRP,GRT,,,8,SNRfish,0,,1911,,18.66,2.30,21.37,14.12,,743,,,
ASH,2002,4960A,24,110,7/11/02,192,18.2,GRANDR,GRT,,,8,SNRfish,0,,1906,,18.18,1.37,20.90,14.70,,722,,,
ASH,2000,3845A,24,126,7/16/00,198,19.3,BONAFF,Asotin,,,8,SNRfish,0,,1917,,19.34,1.27,22.27,16.11,,772,,,
ASH,2002,4638A,24,144,7/21/02,202,20.1,LGRRRR,SNR,,,8,SNRfish,0,,1907,,19.62,1.33,21.43,15.53,,780,,,
ASH,2002,4795B,24,145,9/24/02,267,19,LGRRRR,Tdpool,,,2,SNRfish,0,,184,,19.07,0.80,19.55,14.22,,73,,,
ASH,2000,3800A,24,157,7/6/00,188,18.5,BONAFF,PFHSAL,,,8,SNRfish,0,,1920,,18.40,1.05,20.79,15.75,,736,,,
ASH,2000,3570A,24,160,7/9/00,191,18.9,BONAFF,SAL,,,8,SNRfish,0,,1919,,18.92,1.77,21.90,11.62,,756,,,
ASH,2002,4791A,24,161,6/25/02,176,16.6,LGRRRR,GRT,,,8,SNRfish,0,,1911,,19.23,1.53,21.31,16.39,,766,,,
SU,2002,4775A,24,174,6/5/02,156,15,ELKC,TD-reservoir,COL-337.9,,2,SNRfish,0,,855,,15.16,0.55,16.23,14.10,,270,,,
ASH,2002,4891B,24,175,9/5/02,248,20.2,FISTRP,GRT,,,8,SNRfish,0,,1915,,15.08,3.14,20.38,7.43,,602,,,
ASH,2002,4882B,24,193,8/2/02,214,20.6,LSHEEF,SNR,,,8,SNRfish,0,,1917,,18.49,1.67,21.24,14.16,,738,,,
ASH,2002,4906B,24,196,8/27/02,239,20.7,LGRRRR,Gopool,,,8,SNRfish,0,,1913,,13.56,2.89,21.32,7.98,,540,,,
ASH,2002,4916B,24,203,8/2/02,214,20.6,LGRRRR,GRT,,,8,SNRfish,0,,1917,,18.49,1.52,21.22,14.35,,739,,,
ASH,2002,4897C,24,209,9/18/02,261,19.4,LGRRRR,GRT,,,8,SNRfish,0,,1910,,12.82,2.43,19.63,8.24,,510,,,
SP,2000,3076A,24,277,4/29/00,120,10.9,BONAFF,Clearwater,POW-LOC,,8,SNRfish,0,,1718,,13.85,1.72,17.10,11.03,,496,,,
ASH,2002,4838A,24,419,7/8/02,189,17.8,LGRRRR,atJD,,,2,SNRfish,0,,328,,18.43,0.39,19.35,16.95,,126,,,
ASH,2002,4734B,24,766,9/6/02,249,20,LGRRRR,Tdpool,,,2,SNRfish,0,,224,,19.57,1.17,20.76,15.66,,91,,,
ASH,2002,4630A,25,1,7/22/02,203,20.4,IMNTRP,IMR,,,8,SNRfish,0,,1914,,19.16,1.43,21.48,15.57,,764,,,
ASH,2002,4969A,25,4,7/17/02,198,19.3,LGRRBR,LSR,,,8,SNRfish,0,,1906,,19.21,1.38,21.67,15.46,,763,,,
ASH,2002,3002A,25,8,7/15/02,196,18.8,LGRRRR,LSR,,,8,SNRfish,0,,1913,,18.49,1.55,21.18,14.92,,737,,,
ASH,2002,4639B,25,19,9/19/02,262,19.2,LGRRRR,GRT,,,8,SNRfish,0,,1908,,12.37,2.78,19.33,6.86,,492,,,
ASH,2002,4622A,25,21,7/31/02,212,20.7,LGRRRR,SNR,,,8,SNRfish,0,,1914,,21.10,0.58,21.92,15.81,,841,,,
ASH,2002,4647A,25,23,7/24/02,205,20.8,LGRRRR,CWR,,,8,SNRfish,0,,1909,,14.60,3.41,21.86,9.59,,580,,,
ASH,2002,4947A,25,26,7/19/02,200,19.9,LGRRRR,USR,,,8,SNRfish,0,,1904,,17.82,2.26,21.36,11.07,,707,,,
ASH,2002,4778A,25,34,7/21/02,202,20.1,LOSTIR,GRT,,,8,SNRfish,0,,1914,,18.67,1.57,21.50,14.88,,744,,,
ASH,2002,3705B,25,36,9/6/02,249,20,LGRRRR,GRT,,,8,SNRfish,0,,1916,,10.14,2.59,20.27,7.16,,405,,,
ASH,2000,3773B,25,84,8/18/00,231,20.4,BONAFF,CWR,,,8,SNRfish,0,,1911,,17.42,2.01,21.29,12.15,,694,,,
ASH,2002,4966A,25,156,7/16/02,197,19,LGRRBR,GRT,,,8,SNRfish,0,,1916,,17.03,1.93,21.10,11.80,,680,,,
ASH,2002,3765B,25,167,8/3/02,215,20.5,LGRRRR,GRT,,,8,SNRfish,0,,1909,,17.62,2.47,20.97,9.49,,701,,,
ASH,2002,4701A,25,195,10/2/02,275,17.7,LGRRRR,GRT,,,8,SNRfish,0,,1914,,14.64,2.09,17.86,10.79,,584,,,
ASH,2002,4880B,25,203,9/2/02,245,20.6,LGRRRR,GRT,,,8,SNRfish,0,,1916,,13.18,3.34,21.01,7.20,,526,,,
ASH,2002,4918B,25,209,8/26/02,238,20.7,LGRRRR,GRT,,,8,SNRfish,0,,1918,,11.64,3.15,21.14,8.79,,465,,,
ASH,2000,3870A,10,147,7/23/00,205,,BONAFF,LIT,,,8,SNRfish,0,,1920,,13.63,3.37,21.70,10.10,,545,,,
ASH,2000,3005A,10,165,7/25/00,207,,BONAFF,Grtop,,,8,SNRfish,0,,1918,,16.08,2.43,21.98,12.03,,643,,,
ASH,2000,3860A,10,166,7/26/00,208,20.5,BONAFF,SAL,,,8,SNRfish,0,,1919,,15.04,2.58,21.77,10.38,,601,,,
ASH,2002,4625A,24,32,7/29/02,210,20.4,HORSEC,GRT,,,8,SNRfish,0,,1920,,20.38,0.66,21.93,17.92,,815,,,
ASH,2002,4590A,24,34,8/18/02,230,20.8,GRANDR,Bopool,,,1,SNRfish,0,,1905,,15.64,1.65,21.24,12.38,,621,,,
ASH,2002,4968A,24,38,8/7/02,219,20.1,IMNTRP,GRT,,,8,SNRfish,0,,1915,,15.40,1.76,20.65,12.19,,615,,,
ASH,2000,2617B,24,57,8/8/00,221,21.8,BONAFF,Asotin,,,8,SNRfish,0,,1729,,14.14,1.97,22.13,9.97,,509,,,
ASH,2002,2762B,24,59,8/2/02,214,20.6,LGRRRR,LSR,,,8,SNRfish,0,,1917,,14.02,1.87,20.90,9.51,,560,,,
ASH,2002,3551B,24,60,8/22/02,234,20.2,GRANDR,GRT,,,8,SNRfish,0,,1915,,16.52,2.41,21.40,13.75,,659,,,
ASH,2000,2621B,24,69,7/31/00,213,21.6,BONAFF,SALup,,,8,SNRfish,0,,1913,,14.31,1.84,21.95,10.40,,570,,,
FA,2002,4692A,24,75,8/20/02,232,20.5,LGRRRR,Bopool,,,1,SNRfish,0,,292,,20.76,0.40,21.31,19.43,,126,,,
ASH,2002,4931B,24,91,9/22/02,265,18.7,LGRRRR,Bopool,,,1,SNRfish,0,,277,,19.09,0.28,19.72,18.08,,110,,,
ASH,2002,4786B,24,97,8/29/02,241,21,FISTRP,GRT,,,8,SNRfish,0,,1914,,10.88,4.16,21.37,6.16,,434,,,
ASH,2000,2758B,24,98,8/25/00,238,20.6,BONAFF,SALup,,,8,SNRfish,0,,1264,,15.52,2.16,20.96,11.27,,409,,,
ASH,2002,4650A,24,102,8/13/02,225,20.7,LGRRRR,CWR,,,8,SNRfish,0,,1915,,14.15,3.62,21.23,9.97,,565,,,
ASH,2002,4663A,24,106,8/13/02,225,20.7,COTP,GRR,,,8,SNRfish,0,,1915,,15.48,1.55,21.03,11.35,,618,,,
ASH,2000,2518B,24,115,8/17/00,230,20.6,BONAFF,SAL,,,8,SNRfish,0,,1916,,12.01,2.43,20.93,7.66,,479,,,
ASH,2000,3830A,24,128,7/18/00,200,19.6,BONAFF,Asotin,,,8,SNRfish,0,,1910,,13.80,2.26,20.62,9.93,,549,,,
ASH,2002,4629A,24,134,7/22/02,203,20.4,LGRRRR,SAL,,,8,SNRfish,0,,1914,,14.87,2.24,21.48,10.70,,593,,,
ASH,2002,4607A,24,139,7/31/02,212,20.7,GRANDR,GRT,,,8,SNRfish,0,,1918,,15.62,3.74,21.30,9.64,,624,,,
ASH,2002,4777B,24,149,9/26/02,269,19.1,LGRRRR,Bopool,,,1,SNRfish,0,,96,,19.23,0.11,19.52,18.97,,38,,,
ASH,2002,4821A,24,152,7/7/02,188,17.8,LGRRRR,GRT,,,8,SNRfish,0,,1914,,14.68,2.61,21.06,11.40,,585,,,
ASH,2002,3078C,24,159,9/30/02,273,18.2,LGRRRR,Bopool,,,1,SNRfish,0,,136,,18.05,0.19,18.40,17.52,,51,,,
ASH,2002,4958B,24,162,9/10/02,253,19.6,CLWRSF,Bopool,,,1,SNRfish,0,,477,,12.97,4.22,20.27,9.47,,129,,,
ASH,2002,4761B,24,176,9/9/02,252,19.5,LGRRRR,GRT,,,8,SNRfish,0,,1917,,12.06,2.21,19.86,8.21,,481,,,
ASH,2002,4661A,24,185,8/15/02,227,20.9,FISTRP,LOCFIS,,,8,SNRfish,0,,1910,,14.24,2.17,21.42,9.30,,567,,,
SU,2002,4817A,24,189,6/14/02,165,15,LGRRBR,TD-tailrace,COL-304.5,,1,SNRfish,0,,630,,16.03,0.55,17.10,15.20,,210,,,
ASH,2002,4915B,24,205,9/18/02,261,19.4,FISTRP,GRT,,,8,SNRfish,0,,1918,,10.73,2.83,19.57,6.50,,429,,,
ASH,2000,3831A,24,330,7/10/00,192,18.9,BONAFF,RRTLIT,,,8,SNRfish,0,,1919,,13.23,2.22,20.05,10.21,,529,,,
ASH,2002,4659A,24,384,8/12/02,224,20.7,LGRRRR,EGL,,,1,SNRfish,0,,311,,17.97,2.99,21.16,11.72,,116,,,
SU,2002,4757A,24,430,7/10/02,191,17.9,LGRRRR,BO-reservoir,COL-290.5,,1,SNRfish,0,,265,,18.92,0.32,19.64,18.25,,104,,,
ASH,2002,4777A,24,449,7/3/02,184,17.7,LGRRRR,Tdpool,,,2,SNRfish,0,,1909,,18.33,2.10,21.22,10.89,,729,,,
SP,2002,4906A,24,496,5/8/02,128,10.5,SALTRP,BO-reservoir,COL-290.5,,1,SNRfish,0,,134,,10.94,0.23,11.59,10.69,,31,,,
